title,journal,source_x,publish_time,year,abstract_word_count
Fulminant hepatitis,Springer Semin Immunopathol,PMC,,,113
Theimunopathogenesis of cronic HBV inducedliver disease,Springer Semin Immunopathol,PMC,,,95
Preferred apical distribution of glycosyl-phosphatidylinositol (GPI) anchored proteins: A highly conserved feature of the polarized epithelial cell phenotype,J Membr Biol,PMC,,,204
Antibody and complement-dependent viral neutralization,Springer Semin Immunopathol,PMC,,,0
Exchanges of short polymorphic DNA segments predating speciation in feline major histocompatibility complex class I genes,J Mol Evol,PMC,,,275
Aberrant expression of Class II major histocompatibility complex molecules by B cells and hyperexpression of Class I major histocompatibility complex molecules by insulin containing islets in Type 1 (insulin-dependent) diabetes mellitus,Diabetologia,PMC,,,222
Antibody mediated complement dependent lysis of virus infected cells,Springer Semin Immunopathol,PMC,,,0
MouseV(k) gene classification by nucleic acid sequence similarity,Immunogenetics,PMC,,,218
Necrotizing enterocolitis: A continuing problem in the neonate,World J Surg,PMC,,,121
Relative bioavailability of nicotine from a nasal spray in infectious rhinitis and after use of a topical decongestant,Eur J Clin Pharmacol,PMC,,,197
Lactate dehydrogenase-elevating virus: an ideal persistent virus?,Springer Semin Immunopathol,PMC,,,835
Effects of angiopeptin on transplant arteriosclerosis in the rat,Transpl Int,PMC,,,146
Programmed cell death,Experientia,PMC,,,0
Nucleic acids structure and gene expression,Experientia,PMC,,,0
Development of ulcerative colitis under the immunosuppressive effect of cyclosporine,Clin Investig,PMC,,,89
Relapsing experimental allergic encephalomyelitis an autoimmune model of multiple sclerosis,Springer Semin Immunopathol,PMC,,,0
Cell culture and purification process — purity and safety testing,Ann Hematol,PMC,,,0
"Complement, viruses, and virus-infected cells",Springer Semin Immunopathol,PMC,,,171
"The effects of histamine, pyrilamine, cimetidine, and ranitidine on secretion of lingual lipase and amylase from rat von Ebner's glands",Agents Actions,PMC,,,176
T cell approach to demyelinating diseases,Springer Semin Immunopathol,PMC,,,0
The role of proteolytic processing in the morphogenesis of virus particles,Experientia,PMC,,,137
Experimental immunotherapies for multiple sclerosis,Springer Semin Immunopathol,PMC,,,363
Effects of T-2 mycotoxin on gastrointestinal tissues: A Review ofin vivo andin vitro models,Arch Environ Contam Toxicol,PMC,,,232
Predictive evidence for a porin-type β-barrel fold in CHIP28 and other members of the MIP family. A restricted-pore model common to water channels and facilitators,J Membr Biol,PMC,,,184
Virus infections and the natural history of chronic obstructive lung disease,Pneumonologie,PMC,2016-06-13,2016.0,125
Divided genomes and intrinsic noise,J Mol Evol,PMC,,,243
On the Informational Content of Overlapping Genes in Prokaryotic and Eukaryotic Viruses,J Mol Evol,PMC,,,242
Abstract,Eur J Epidemiol,PMC,2006-06-14,2006.0,0
Human intraepithelial lymphocytes,Springer Semin Immunopathol,PMC,,,0
Apport de l'endoscopie dans la maladie de Crohn,Acta Endoscopica,PMC,,,209
Evidence for the existence of two forms of α(2A)-adrenoceptors in the rat,Naunyn Schmiedebergs Arch Pharmacol,PMC,,,436
Tropical sprue,Springer Semin Immunopathol,PMC,,,144
"Enteroviruses: Classification, diseases they cause, and approaches to development of antiviral drugs",Biochemistry (Mosc),PMC,2018-01-03,2018.0,160
Explaining the efficiency of local health departments in the U.S.: an exploratory analysis,Health Care Manag Sci,PMC,2010-09-23,2010.0,138
Cell–Cell Adhesion Molecule CEACAM1 is Expressed in Normal Breast and Milk and Associates with β1 Integrin in a 3D Model of Morphogenesis,J Mol Histol,PMC,,,204
"Anglo American media representations, traditional medicine, and HIV/AIDS in South Africa: from muti killings to garlic cures",GeoJournal,PMC,2010-03-23,2010.0,113
"Human cytomegalovirus in the pancreas of patients with type 2 diabetes: Is there a relation to clinical features, mRNA and protein expression of insulin, somatostatin, and MHC class II?",Virchows Arch A Pathol Anat Histopathol,PMC,,,268
Effect of New Antiviral Agent Camphecin on Behavior of Mice,Bull Exp Biol Med,PMC,2017-01-16,2017.0,87
Neonatal necrotizing enterocolitis: Inflammatory bowel disease of the newborn,Dig Dis Sci,PMC,,,112
Molecular surveillance for avian influenza A virus in king penguins (Aptenodytes patagonicus),Polar Biol,PMC,2009-02-06,2009.0,89
Expression of immunogenic VP2 protein of infectious bursal disease virus in Arabidopsis thaliana,Biotechnol Lett,PMC,,,174
Simit Epidemiological Multicentric Study on Hospitalized Immigrants in Italy During 2002,J Immigr Health,PMC,,,193
Weather factors in the short-term forecasting of daily ambulance calls,Int J Biometeorol,PMC,2013-03-03,2013.0,237
Efficiency of Umbilical Cord Blood Cells in Patients with Treatment-Resistant Depressions,Bull Exp Biol Med,PMC,2016-02-22,2016.0,112
On the role of peripheral macrophages during active experimental allergic encephalomyelitis (EAE),J Neural Transm (Vienna),PMC,,,224
Public Health Data Collection and Sharing Using HIPAA Messages,J Med Syst,PMC,,,134
EcoHealth and the Influenza A/H5N1 Dual Use Issue,Ecohealth,PMC,2012-05-11,2012.0,0
Cross-Species Pathogen Transmission and Disease Emergence in Primates,Ecohealth,PMC,2010-03-16,2010.0,250
A rat genetic linkage map and comparative maps for mouse or human homologous rat genes,Mamm Genome,PMC,,,0
Nanowires: a new pathway to nanotechnology-based applications,J Electroceram,PMC,2016-05-07,2016.0,52
Mechanisms of nasal hyper-reactivity,Eur Arch Otorhinolaryngol,PMC,,,143
Computational studies of the binding modes of A(2A) adenosine receptor antagonists,Amino Acids,PMC,2007-11-05,2007.0,138
Macrophage activation syndrome in a patient with axial spondyloarthritis on adalimumab,Clin Rheumatol,PMC,2018-12-07,2018.0,61
Identification of neutrophils in the nonsensory epithelium of the vomeronasal organ in virus-antibody-free rats,Cell Tissue Res,PMC,,,198
Using Business Plan Development as a Capstone Project for MPH Programs in Canada: Validation Through the Student Perspective,J Community Health,PMC,2013-05-12,2013.0,255
Inhibitory zinc sites in enzymes,Biometals,PMC,2013-03-01,2013.0,221
A Delphi Survey and Analysis of Expert Perspectives on One Health in Australia,Ecohealth,PMC,2017-08-22,2017.0,168
Infections de l'intestin grêle,Acta Endoscopica,PMC,,,116
Economic Incentives in the Socially Optimal Management of Infectious Disease: When [Formula: see text] is Not Enough,Ecohealth,PMC,2017-09-29,2017.0,274
In Search of Global Health Justice: A Need to Reinvigorate Institutions and Make International Law,Health Care Anal,PMC,2015-06-26,2015.0,178
Plant Based Bioreactors of Recombinant Cytokines (Review),Appl,PMC,2016-03-31,2016.0,113
"Abstracts of XII(th) World Congress of Neurology Hamburg September 1–6, 1985",J Neurol,PMC,,,0
In Defense of (Some) Altered Standards of Care for Ebola Infections in Developed Countries,HEC Forum,PMC,2015-01-25,2015.0,234
Editorial: Can the Health Implications of Land-use Change Drive Sustainability?,Ecohealth,PMC,2019-12-06,2019.0,0
Abstracts for MASCC/ISOO Annual Meeting 2019,Support Care Cancer,PMC,2019-05-18,2019.0,0
People’s perception and cost-effectiveness of home confinement during an influenza pandemic: evidence from the French case,Eur J Health Econ,PMC,2018-04-23,2018.0,134
Therapie von Komplikationen und nichtpharmakologisches Management der idiopathischen pulmonalen Fibrose,Pneumologe (Berl),PMC,2020-03-23,2020.0,94
Surveillance of vector-borne diseases in Germany: trends and challenges in the view of disease emergence and climate change,Parasitol Res,PMC,2008-11-23,2008.0,285
A classification scheme for agent based approaches to dynamic optimization,Artif Intell Rev,PMC,2012-01-03,2012.0,150
"Biological Properties, Current Applications and Potential Therapeautic Applications of Brevinin Peptide Superfamily",Int J Pept Res Ther,PMC,2018-06-05,2018.0,120
Enhanced photocatalytic inactivation of bacterial spores on surfaces in air,J Ind Microbiol Biotechnol,PMC,2005-07-26,2005.0,124
Regulatory affairs and biotechnology in Europe: III. Introduction into good regulatory practice — Validation of virus removal and inactivation,Biotherapy,PMC,,,328
Cloning of DNA fragments complementary to tobacco nitrate reductase mRNA and encoding epitopes common to the nitrate reductases from higher plants,Mol Gen Genet,PMC,,,293
Papovavirus detection by electron microscopy in the brain of an elderly patient without overt progressive multifocal leukoencephalopathy,Virchows Arch,PMC,,,170
Comparative gastroenterology,Am J Dig Dis,PMC,,,0
Laboratory diagnosis of viral gastroenteritis,Eur J Clin Microbiol Infect Dis,PMC,,,0
EcoHealth and the Black Death in the Year of the Rat,Ecohealth,PMC,2008-07-15,2008.0,0
Elevated Cellular Immune Response to Human Heat-Shock Protein-60 in Schizophrenic Patients,Eur Arch Psychiatry Clin Neurosci,PMC,,,240
Choroideremia associated with an X-autosomal translocation,Hum Genet,PMC,,,131
Basismaßnahmen zur Wiederbelebung Erwachsener und Verwendung automatisierter externer Defibrillatoren: Kapitel 2 der Leitlinien zur Reanimation 2015 des European Resuscitation Council,Notf Rett Med,PMC,2017-06-29,2017.0,0
A ribosomal frameshifting error during translation of the argl mRNA of Escherichla coli,Mol Gen Genet,PMC,,,117
"7th International Congress on Amino Acids and Proteins : Vienna, Austria, August 6–10, 2001",Amino Acids,PMC,,,0
Contrasting Inflammatory Responses in Severe and Non-severe Community-acquired Pneumonia,Inflammation,PMC,2014-02-21,2014.0,179
"Ist der europäische Emissionshandel in der derzeitigen Form das geeignete Mittel, um die Ziele des Klimaschutzes zu erreichen?",Berg Huttenmannische Monatshefte,PMC,2015-01-29,2015.0,143
An improved local immunization strategy for scale-free networks with a high degree of clustering,Eur Phys J B,PMC,2017-01-11,2017.0,161
Proteomic Profiling of HL-60 Cells during ATRA-Induced Differentiation,Bull Exp Biol Med,PMC,2018-08-18,2018.0,133
Temporal aspects in crisis management and its implications on interface design for situation awareness,Cogn Technol Work,PMC,2011-10-11,2011.0,253
Acyclic analogs of nucleosides. Synthesis and in vitro antiviral activity of hydroxyalkyl-2-(trifluoromethylthiomethyl) benzimidazoles,Chem Heterocycl Compd (N Y),PMC,,,62
"Subcellular distribution of tissue kallikrein and Na,K-ATPase α-subunit in rat parotid striated duct cells",Cell Tissue Res,PMC,,,152
Acyclic analogs of nucleosides. Synthesis of hydroxyalkyl derivatives of 2-trifluoromethyl- and 2-trifluoromethylthiobenzimidazole,Chem Heterocycl Compd (N Y),PMC,,,38
"Towards a geocomputational landscape epidemiology: surveillance, modelling, and interventions",GeoJournal,PMC,2015-11-30,2015.0,261
The Links Between Public and Ecosystem Health in Light of the Recent Ebola Outbreaks and Pandemic Emergence,Ecohealth,PMC,2016-05-11,2016.0,0
Myoblast transplantation: A possible surgical treatment for a severe pediatric disease,Surg Today,PMC,2010-09-25,2010.0,83
Index to Hydrobiologia Volumes 251-384 (1993-1999),Hydrobiologia,PMC,,,0
"Synthesis, characterization, and antiviral activity of novel fluorinated isatin derivatives",Monatsh Chem,PMC,2013-07-12,2013.0,61
Mx genes: host determinants controlling influenza virus infection and trans-species transmission,Hum Genet,PMC,2019-11-26,2019.0,91
Reovirus-like calf enteritis,Am J Dig Dis,PMC,,,0
N-95 Face Mask for Prevention of Bird Flu Virus: An Appraisal of Nanostructure and Implication for Infectious Control,Lung,PMC,2006-11-03,2006.0,0
Smallpox and New York City’s Smallpox Hospital,J Community Health,PMC,,,117
Basismaßnahmen zur Wiederbelebung Erwachsener und Verwendung automatisierter externer Defibrillatoren: Sektion 2 der Leitlinien zur Reanimation 2010 des European Resuscitation Council,Notf Rett Med,PMC,2010-11-13,2010.0,0
Bacteria killing nanotechnology Bio-Kil effectively reduces bacterial burden in intensive care units,Eur J Clin Microbiol Infect Dis,PMC,2013-10-18,2013.0,252
Migrating action potential complexes in a patient with secretory diarrhea,Dig Dis Sci,PMC,,,129
Land Use Change Special Feature Guest Editors,Ecohealth,PMC,2019-12-11,2019.0,0
Multiplex Cytokine Profiling of Initial Therapeutic Response in Patients with Chronic Hepatitis C Virus Infection,Dig Dis Sci,PMC,,,264
The Role of the Home Environment in the Transmission of Infectious Diseases,J Community Health,PMC,,,143
Strukturverschiebung im gesamten Abgabensystem erforderlich!,Wirtschaftsdienst,PMC,2020-03-23,2020.0,0
“Disease-Breeders” Among Us: Deconstructing Race and Ethnicity as Risk Factors of Immigrant Ill Health,J Med Humanit,PMC,2009-07-11,2009.0,102
Differential exon expression in myelin basic protein transcripts during central nervous system (CNS) remyelination,Cell Mol Neurobiol,PMC,,,244
Influence of viral infection on expression of cell surface antigens in human retinal pigment epithelial cells,Graefes Arch Clin Exp Ophthalmol,PMC,,,242
Aldosterone-induced kidney injury is mediated by NFκB activation,Clin Exp Nephrol,PMC,2010-11-12,2010.0,247
Functional and molecular analysis of mitochondria in thyroid oncocytoma,Virchows Arch B Cell Pathol Incl Mol Pathol,PMC,,,116
Genes for two homologous G-protein α subunits map to different human chromosomes,Hum Genet,PMC,,,196
"Identification of airborne bacteria by 16S rDNA sequencing, MALDI-TOF MS and the MIDI microbial identification system",Aerobiologia (Bologna),PMC,2015-01-17,2015.0,239
Field trial evaluation of an inactivated rotavirus vaccine against neonatal diarrhea of calves,Eur J Epidemiol,PMC,,,206
Industrial Food Animal Production and Global Health Risks: Exploring the Ecosystems and Economics of Avian Influenza,Ecohealth,PMC,2009-05-13,2009.0,239
Innate immunity in the human lung: pathogen recognition and lung disease,Cell Tissue Res,PMC,2010-10-09,2010.0,89
